"Age","Gender","Education.Level","Marital.Status","Income","Credit.Score","Loan.Amount","Loan.Purpose","Employment.Status","Years.at.Current.Job","Payment.History","Debt.to.Income.Ratio","Assets.Value","Number.of.Dependents","City","State","Country","Previous.Defaults","Marital.Status.Change","Risk.Rating"
49,"Non-binary","High School","Single",46521,760,27544,"Auto","Employed",12,"Good",0.572985418006163,114509,2,"Romeroton","NV","New Caledonia",2,0,"Low"
20,"Non-binary","Bachelor's","Single",63884,699,39799,"Personal","Unemployed",0,"Excellent",0.587414436940706,158090,2,"West Danielside","ID","North Macedonia",2,0,"Medium"
36,"Female","Master's","Single",86171,643,43154,"Auto","Employed",1,"Good",0.569359833256703,288905,4,"Johnsonside","AL","Guatemala",2,1,"Medium"
53,"Female","Master's","Divorced",35428,606,47023,"Auto","Unemployed",0,"Good",0.339566487188481,174200,4,"East Shaneberg","MN","India",4,2,"Medium"
45,"Female","Master's","Married",68432,704,49793,"Auto","Self-employed",9,"Good",0.341913549335521,261480,0,"Angelicaborough","WA","Gibraltar",0,1,"Low"
67,"Female","Bachelor's","Widowed",37171,788,24743,"Auto","Unemployed",14,"Fair",0.263703505203979,22005,0,"South Susanberg","NE","Germany",1,2,"Medium"
35,"Female","Bachelor's","Widowed",69773,650,13030,"Home","Self-employed",6,"Fair",0.278584820531789,145856,1,"North Nicholasberg","GA","Anguilla",1,0,"Low"
19,"Non-binary","PhD","Widowed",101606,637,43142,"Personal","Self-employed",19,"Excellent",0.223328451722696,159362,4,"North Stephenside","MA","Hong Kong",2,0,"Medium"
24,"Non-binary","Bachelor's","Widowed",103447,651,27544,"Auto","Employed",5,"Poor",0.152738008942589,183812,2,"Boothchester","ID","Dominican Republic",0,1,"Medium"
44,"Non-binary","High School","Widowed",78620,602,37003,"Business","Self-employed",11,"Fair",0.171533062711374,42245,2,"South Jerrybury","OK","Guam",3,2,"Low"
54,"Male","Master's","Widowed",100096,729,45230,"Personal","Self-employed",8,"Poor",0.227388002762493,62039,2,"Lake Natalie","CT","Tunisia",3,0,"Medium"
40,"Female","High School","Single",87525,685,42279,"Business","Self-employed",9,"Excellent",0.31544731512869,47172,2,"Phammouth","MS","Mayotte",2,2,"Low"
28,"Non-binary","High School","Widowed",59643,715,27544,"Personal","Self-employed",15,"Excellent",0.192259789336191,100446,0,"Smithburgh","CA","Gambia",2,0,"Low"
49,"Non-binary","Master's","Widowed",79321,785,27544,"Business","Unemployed",3,"Excellent",0.306641663511844,159362,0,"Jenniferfurt","OR","Qatar",0,0,"Low"
27,"Non-binary","Bachelor's","Widowed",44940,792,36803,"Home","Unemployed",19,"Fair",0.281816330240714,159362,2,"Robertsburgh","NC","India",2,1,"Low"
23,"Male","Bachelor's","Divorced",64985,637,45579,"Business","Unemployed",13,"Good",0.281353307302695,159362,2,"West Sethberg","PA","British Virgin Islands",2,1,"Low"
38,"Female","PhD","Divorced",25965,699,28347,"Business","Employed",15,"Excellent",0.227717047657401,159362,3,"Bradview","AK","Germany",4,0,"Low"
42,"Female","PhD","Single",39748,659,16070,"Business","Employed",0,"Excellent",0.467629606556795,181954,4,"Steventown","TX","Canada",0,1,"Low"
55,"Female","High School","Married",26834,667,34899,"Auto","Unemployed",4,"Good",0.281434046404415,117460,2,"East Daniel","PA","Mauritius",2,1,"Low"
40,"Female","Bachelor's","Married",43798,785,11035,"Business","Employed",9,"Excellent",0.230305291927456,176865,3,"North Kristinfurt","WV","Tuvalu",2,0,"Low"
48,"Female","Master's","Divorced",48994,704,42955,"Auto","Unemployed",16,"Poor",0.448914808687724,226971,4,"Lake Melissabury","AR","Wallis and Futuna",2,1,"Medium"
43,"Male","PhD","Married",71372,699,35667,"Business","Employed",16,"Poor",0.426034958935642,149451,4,"South Jonathanborough","AS","Turkmenistan",2,2,"Medium"
44,"Non-binary","High School","Divorced",33760,615,28070,"Business","Unemployed",11,"Fair",0.19329452885324,203061,3,"New Scottville","ID","Peru",2,2,"Low"
23,"Non-binary","High School","Divorced",113238,759,9592,"Personal","Unemployed",19,"Excellent",0.357770280309588,214659,1,"Coxville","PW","Kyrgyz Republic",0,0,"Low"
53,"Female","High School","Married",104564,691,12155,"Home","Self-employed",16,"Fair",0.291165718307806,291257,2,"Loriport","UT","Mauritania",3,0,"Medium"
18,"Female","PhD","Divorced",87657,777,39198,"Business","Employed",7,"Poor",0.186165286590603,39155,1,"Andreatown","FL","Vietnam",4,1,"Low"
25,"Male","PhD","Married",69773,626,49177,"Home","Self-employed",9,"Good",0.313809938692357,80088,1,"Port Elizabeth","MN","Lesotho",4,1,"Medium"
65,"Female","High School","Widowed",69773,698,35287,"Auto","Self-employed",5,"Good",0.369342881285173,164182,0,"Port Michele","NJ","Azerbaijan",3,1,"Low"
19,"Non-binary","High School","Widowed",69773,732,27544,"Personal","Self-employed",14,"Good",0.252667331193214,252745,4,"West Susan","IA","Jersey",2,2,"Low"
57,"Non-binary","PhD","Widowed",21286,712,14395,"Business","Unemployed",4,"Good",0.382861850789328,184747,2,"South Crystalberg","WA","Timor-Leste",2,2,"Low"
27,"Female","Bachelor's","Widowed",67366,738,27544,"Business","Employed",14,"Fair",0.218837074163838,253806,3,"West Beth","KS","Azerbaijan",3,0,"Low"
49,"Non-binary","Master's","Widowed",104546,699,31044,"Auto","Self-employed",18,"Fair",0.265899328478731,50117,0,"New Jamesfort","ME","Austria",2,1,"Low"
47,"Non-binary","Bachelor's","Single",20526,603,35412,"Personal","Self-employed",18,"Good",0.224557940256048,160994,0,"Wilsonfurt","SC","Bangladesh",1,2,"Low"
19,"Female","PhD","Widowed",71524,715,22418,"Auto","Employed",4,"Fair",0.270638624821168,159362,2,"North Michaelbury","HI","Saint Kitts and Nevis",3,2,"Low"
38,"Female","PhD","Single",22379,719,27544,"Business","Employed",3,"Good",0.166166054904358,74896,4,"North Tonyshire","NM","Georgia",0,0,"Low"
54,"Male","PhD","Divorced",66365,665,27544,"Home","Employed",12,"Good",0.327638188187854,264848,2,"Richardville","VT","Tajikistan",2,1,"Low"
18,"Female","Bachelor's","Widowed",45223,617,19630,"Home","Unemployed",0,"Excellent",0.26717477573184,46711,2,"East Joseph","TX","Madagascar",4,2,"High"
44,"Male","High School","Divorced",60558,760,41059,"Home","Unemployed",7,"Excellent",0.560691323040894,115406,3,"West Jackieport","IN","Brazil",0,2,"High"
21,"Female","Bachelor's","Single",37443,770,38792,"Home","Employed",6,"Fair",0.175839681574439,274954,4,"South Whitneybury","MN","Grenada",1,0,"Low"
38,"Male","Master's","Divorced",28222,699,27544,"Personal","Unemployed",16,"Fair",0.531015013438999,166359,1,"West Patrickstad","GA","Bolivia",2,0,"Medium"
48,"Male","High School","Divorced",34393,683,27544,"Auto","Self-employed",18,"Excellent",0.513549047623432,190369,1,"Lake Duaneview","CO","Antarctica (the territory South of 60 deg S)",0,2,"Low"
23,"Female","PhD","Divorced",64700,678,36518,"Auto","Employed",6,"Good",0.216551348999439,159362,2,"Port Dwaynechester","DE","Tajikistan",2,2,"Medium"
19,"Non-binary","PhD","Married",66623,755,33963,"Personal","Unemployed",12,"Fair",0.513074268570982,157601,2,"Holderborough","VA","Cocos (Keeling) Islands",1,2,"Medium"
32,"Female","Master's","Single",22976,643,27544,"Auto","Self-employed",17,"Poor",0.22625761207165,114071,2,"Careyview","OR","Turkey",1,2,"High"
51,"Female","Master's","Widowed",115482,710,8296,"Auto","Self-employed",8,"Good",0.547002350319092,229957,2,"East Jessica","ID","Bhutan",0,0,"Low"
60,"Female","High School","Divorced",116993,699,12506,"Business","Unemployed",18,"Good",0.305350679053225,159362,3,"Thomasport","AL","Timor-Leste",2,1,"Medium"
46,"Male","PhD","Divorced",71025,719,41604,"Personal","Unemployed",8,"Fair",0.259024078691389,142774,4,"Lake Melissatown","MH","Solomon Islands",3,1,"High"
63,"Female","PhD","Divorced",47723,734,37570,"Auto","Unemployed",5,"Good",0.472439499988639,159362,4,"Bryanstad","GU","Korea",2,2,"Medium"
69,"Male","Master's","Divorced",60831,618,48377,"Personal","Employed",0,"Poor",0.205196335311262,243564,4,"Jonathanhaven","AS","Kazakhstan",4,2,"High"
23,"Non-binary","PhD","Single",34378,602,30010,"Home","Employed",7,"Excellent",0.513694405896796,61593,0,"North Tracy","PR","Spain",4,2,"Medium"
56,"Male","High School","Single",69773,605,46185,"Home","Unemployed",17,"Fair",0.563729002673398,238190,4,"Gordonberg","MI","Madagascar",1,2,"Medium"
69,"Male","Bachelor's","Single",101213,673,9120,"Business","Employed",3,"Poor",0.403292994654804,97518,1,"Stephanieside","OR","Macao",2,1,"Low"
57,"Non-binary","High School","Single",116005,703,45676,"Business","Self-employed",12,"Fair",0.101318542351693,256360,1,"North Diane","KS","Malaysia",3,2,"Low"
20,"Male","Master's","Married",57463,699,42227,"Business","Employed",12,"Poor",0.17003269137117,283340,2,"Melaniemouth","WV","Sri Lanka",4,0,"Low"
24,"Female","High School","Married",41584,711,27544,"Auto","Self-employed",13,"Excellent",0.202060678067345,296248,2,"Chasechester","MN","Finland",2,1,"Low"
40,"Female","Master's","Single",33502,742,49510,"Auto","Unemployed",2,"Excellent",0.577028926640544,41574,3,"New Elaine","KS","Austria",0,0,"Medium"
47,"Male","Bachelor's","Married",21745,651,39740,"Business","Unemployed",3,"Poor",0.423530600934455,137875,1,"Ashleyton","ND","Palestinian Territory",0,0,"Medium"
54,"Female","High School","Widowed",59566,661,39528,"Auto","Employed",17,"Fair",0.517068805610128,167607,0,"West Christopher","GA","Kazakhstan",0,0,"Medium"
66,"Female","Bachelor's","Divorced",100446,625,37629,"Home","Self-employed",1,"Fair",0.268467528649141,37300,2,"North Johnfort","IL","Mongolia",1,1,"Medium"
36,"Male","Bachelor's","Divorced",94893,670,29685,"Home","Unemployed",13,"Good",0.26966829158155,159362,4,"Port Jeremy","DE","Lao People's Democratic Republic",3,2,"Low"
44,"Non-binary","Master's","Divorced",69773,799,42537,"Auto","Unemployed",1,"Fair",0.519635905484578,126403,4,"East Shannon","TX","Luxembourg",2,0,"Low"
23,"Male","Bachelor's","Widowed",53922,612,29939,"Home","Employed",5,"Poor",0.491193569874791,159362,1,"East Charles","PW","Central African Republic",3,1,"Low"
45,"Non-binary","High School","Married",65047,731,45003,"Personal","Employed",16,"Poor",0.249342480526285,148707,2,"New Robinburgh","CO","Seychelles",1,2,"High"
43,"Male","PhD","Single",79021,699,44109,"Home","Unemployed",8,"Poor",0.287056565720645,159362,4,"Erikborough","OR","Belarus",2,1,"Low"
50,"Non-binary","Bachelor's","Widowed",108659,756,12406,"Business","Self-employed",19,"Fair",0.125101694107702,69914,3,"Lake Matthew","MO","South Georgia and the South Sandwich Islands",2,1,"Low"
29,"Male","Bachelor's","Divorced",107150,730,6808,"Auto","Unemployed",11,"Fair",0.408551105766779,160496,4,"West Herbertstad","MA","North Macedonia",1,0,"Low"
29,"Female","High School","Divorced",65765,633,31301,"Personal","Employed",0,"Fair",0.560027125253848,204827,4,"Gomezhaven","PR","Chad",2,0,"Medium"
54,"Female","High School","Single",113329,698,45318,"Personal","Unemployed",16,"Excellent",0.349817457303985,190268,3,"Johnside","UT","Ethiopia",2,2,"Low"
29,"Non-binary","Bachelor's","Married",70250,651,44995,"Business","Employed",15,"Poor",0.542304584609283,33044,2,"Ashleyland","PR","French Southern Territories",1,0,"High"
33,"Male","PhD","Divorced",60800,736,42754,"Home","Self-employed",18,"Good",0.247227846872401,259714,3,"Woodhaven","NM","Uganda",0,2,"Low"
41,"Female","Bachelor's","Divorced",69773,753,49105,"Personal","Unemployed",9,"Good",0.467968852854209,285418,2,"Cathyfurt","MO","Syrian Arab Republic",1,2,"Low"
40,"Female","Bachelor's","Divorced",77544,634,7473,"Home","Employed",18,"Fair",0.133411576158872,126246,1,"East Natasha","MA","Gabon",2,2,"Medium"
64,"Male","High School","Single",69987,669,35901,"Home","Self-employed",5,"Excellent",0.38884222039392,160521,0,"Port Andrewchester","AZ","Togo",1,2,"Medium"
53,"Female","Master's","Single",72123,647,30677,"Business","Employed",15,"Poor",0.368729294042466,174175,2,"New Katrina","AZ","Tonga",2,2,"Medium"
54,"Non-binary","Bachelor's","Divorced",69773,799,27544,"Auto","Unemployed",7,"Good",0.464843057808979,106002,1,"Ninaburgh","WY","Israel",4,1,"Medium"
36,"Male","Bachelor's","Divorced",93396,651,27544,"Business","Unemployed",16,"Poor",0.25010544332579,158933,4,"New Erin","FL","Namibia",2,0,"High"
45,"Non-binary","High School","Widowed",78639,637,33772,"Business","Unemployed",18,"Fair",0.585233403027399,217712,1,"East Matthew","VI","Sudan",0,0,"Low"
33,"Female","Master's","Married",112812,693,28655,"Personal","Employed",4,"Fair",0.113248857196564,204939,2,"Lake Shawn","ID","Dominican Republic",4,1,"High"
19,"Female","Bachelor's","Married",44259,699,27544,"Auto","Unemployed",13,"Good",0.239835572684247,61879,3,"Wrightport","OH","Norfolk Island",4,2,"Low"
52,"Female","Master's","Divorced",48429,753,16989,"Home","Self-employed",18,"Good",0.584348835037888,288291,3,"South Jamie","IA","North Macedonia",3,1,"Medium"
36,"Male","Bachelor's","Divorced",30269,687,17204,"Personal","Self-employed",15,"Fair",0.215759254574422,112360,4,"New Debbieburgh","WV","Singapore",4,0,"Medium"
35,"Male","PhD","Divorced",78602,636,35467,"Business","Employed",6,"Fair",0.398275263649002,247822,0,"West Ruben","OH","Suriname",0,2,"High"
55,"Female","Bachelor's","Widowed",23830,727,8790,"Personal","Unemployed",7,"Good",0.513911942520952,219328,1,"Carmenberg","RI","Grenada",1,2,"Low"
27,"Non-binary","Master's","Single",69773,706,40306,"Home","Unemployed",17,"Excellent",0.400233407932059,228017,4,"Port Jose","UT","Northern Mariana Islands",4,2,"Medium"
66,"Non-binary","PhD","Widowed",41803,674,30498,"Business","Unemployed",12,"Excellent",0.504521694515917,159362,4,"Mccartyview","RI","Netherlands",0,1,"Low"
35,"Male","Master's","Divorced",69773,796,27544,"Auto","Self-employed",8,"Excellent",0.585967159247709,276357,3,"East Michael","IN","Eritrea",1,2,"Low"
61,"Female","PhD","Married",77752,678,21228,"Business","Unemployed",2,"Poor",0.379316654743064,53574,0,"North Kyleview","VI","Colombia",0,1,"Medium"
31,"Non-binary","Bachelor's","Divorced",80040,639,12817,"Home","Unemployed",4,"Fair",0.163875051159843,102364,2,"East Andrewtown","PW","Germany",2,1,"Low"
27,"Male","Master's","Married",77694,699,7500,"Business","Unemployed",3,"Good",0.290011768207425,159362,3,"New Johntown","FL","Qatar",1,0,"Low"
20,"Male","PhD","Widowed",35029,678,27544,"Home","Employed",8,"Good",0.340478785993418,163677,1,"Port Blake","CA","Algeria",2,2,"Low"
31,"Female","Master's","Divorced",42778,654,36701,"Personal","Self-employed",15,"Good",0.532125436465644,22123,4,"Thomasstad","OH","Lebanon",2,1,"Low"
35,"Male","Bachelor's","Single",69773,728,36438,"Personal","Self-employed",12,"Excellent",0.370733764996086,50343,1,"Christopherfurt","OR","Saint Kitts and Nevis",1,1,"Medium"
18,"Male","High School","Single",31154,615,17759,"Business","Unemployed",13,"Fair",0.459745489146222,28647,2,"Morganborough","NJ","Turkey",2,1,"Low"
59,"Female","Master's","Single",94783,796,27544,"Auto","Employed",9,"Excellent",0.292222574021632,37831,0,"Karenfurt","MD","Barbados",0,1,"Low"
43,"Male","PhD","Widowed",115977,736,27544,"Home","Employed",16,"Excellent",0.337752410910568,159362,3,"Jessicaside","MD","Syrian Arab Republic",1,2,"Medium"
33,"Female","Master's","Single",86153,677,28456,"Home","Unemployed",3,"Good",0.21305385831478,151050,1,"Lake Henryton","DE","Congo",2,0,"Medium"
58,"Non-binary","Bachelor's","Widowed",46913,771,24733,"Auto","Self-employed",1,"Good",0.196319170352414,159362,2,"Hunterville","MN","South Africa",1,1,"Low"
52,"Non-binary","PhD","Divorced",109298,660,5116,"Home","Unemployed",1,"Poor",0.22073002229467,260949,2,"South William","MO","Lebanon",2,0,"Low"
31,"Non-binary","Master's","Divorced",88264,677,21723,"Auto","Unemployed",10,"Poor",0.555173993195436,214746,0,"North Rebeccaburgh","FL","Anguilla",2,2,"Low"
54,"Male","Master's","Widowed",35162,686,29053,"Home","Employed",18,"Poor",0.412618311570452,68160,0,"Davidburgh","ND","Libyan Arab Jamahiriya",4,1,"Low"
39,"Non-binary","Bachelor's","Divorced",115195,741,19898,"Personal","Self-employed",17,"Good",0.128146746790922,217560,2,"Brandonshire","MP","Russian Federation",3,0,"Low"
42,"Female","PhD","Divorced",82963,699,45244,"Business","Employed",9,"Poor",0.124409264995255,291857,2,"West Rebecca","VT","Antigua and Barbuda",1,0,"Low"
56,"Non-binary","Master's","Married",38599,699,21197,"Home","Self-employed",9,"Good",0.161711206849294,214825,1,"North Ashley","KY","Mongolia",0,2,"Medium"
60,"Female","Master's","Widowed",24870,693,33899,"Home","Self-employed",8,"Fair",0.184213985427494,235986,4,"Robertville","DE","Burkina Faso",3,2,"Low"
66,"Non-binary","Master's","Single",62903,761,26459,"Home","Employed",0,"Poor",0.410374060492381,60816,2,"Port Amandaburgh","IN","Ireland",3,2,"Low"
45,"Male","Master's","Married",94420,635,49608,"Home","Self-employed",14,"Excellent",0.279947420268907,257646,4,"Lopezfurt","WY","Lithuania",1,2,"Low"
20,"Male","PhD","Divorced",117332,735,27544,"Business","Self-employed",18,"Fair",0.151022377718326,159362,2,"Brianshire","AR","Syrian Arab Republic",2,1,"Medium"
47,"Female","PhD","Single",53580,628,35978,"Auto","Self-employed",19,"Excellent",0.599389502604127,126190,2,"Reyestown","IA","Heard Island and McDonald Islands",1,1,"Medium"
28,"Male","Master's","Divorced",85285,689,7754,"Business","Self-employed",5,"Poor",0.136431910268215,66021,4,"South Jamesberg","PA","Bahrain",4,0,"Low"
63,"Non-binary","Bachelor's","Widowed",25217,630,46729,"Business","Self-employed",0,"Excellent",0.128969842597608,159362,3,"South Brooke","MI","Bermuda",4,0,"Medium"
42,"Male","High School","Widowed",69773,699,27544,"Business","Unemployed",15,"Excellent",0.325629219952586,25720,2,"Scottland","IA","Sudan",1,0,"Low"
43,"Non-binary","Bachelor's","Divorced",97664,795,8880,"Business","Employed",18,"Poor",0.183982456422445,166069,4,"North Josephport","TN","Italy",4,1,"Medium"
32,"Male","PhD","Married",69773,610,12744,"Business","Unemployed",13,"Poor",0.342857806417022,64457,2,"Lake Nicholas","HI","Yemen",2,2,"Medium"
27,"Non-binary","Bachelor's","Single",69773,602,8566,"Personal","Self-employed",12,"Excellent",0.434737464071096,199307,3,"Danielhaven","NE","Dominica",4,1,"Low"
27,"Female","PhD","Widowed",95324,746,39016,"Personal","Self-employed",1,"Good",0.529467912292739,159362,4,"South Benjaminmouth","MN","Bahamas",2,2,"Medium"
37,"Male","Bachelor's","Single",27407,677,5003,"Business","Unemployed",1,"Poor",0.480356605203349,271799,1,"Sarahport","ND","Zimbabwe",0,2,"Low"
23,"Male","Bachelor's","Divorced",73046,700,10224,"Auto","Unemployed",11,"Poor",0.536552903807799,232422,4,"Matthewside","TX","Sao Tome and Principe",3,0,"Low"
64,"Non-binary","Bachelor's","Divorced",69773,750,41461,"Personal","Employed",0,"Excellent",0.484882791794599,257779,0,"New Christophermouth","NE","Croatia",2,1,"Low"
40,"Non-binary","Master's","Married",27645,763,13057,"Home","Unemployed",13,"Fair",0.229624304651844,284850,0,"West Christina","AZ","Mayotte",3,2,"Low"
47,"Non-binary","High School","Single",66233,731,24265,"Auto","Employed",14,"Poor",0.119556006909299,139334,0,"Rosalesbury","HI","Saint Kitts and Nevis",3,0,"Medium"
56,"Male","PhD","Widowed",84366,794,14173,"Personal","Self-employed",13,"Poor",0.405788142243938,49517,1,"Griffinberg","WY","Honduras",3,2,"Low"
51,"Non-binary","PhD","Divorced",111044,644,33206,"Auto","Unemployed",7,"Excellent",0.280917742903197,216585,2,"Jonathanshire","MD","Morocco",3,2,"High"
48,"Non-binary","Bachelor's","Widowed",43826,699,20847,"Home","Unemployed",6,"Good",0.184605270483291,159362,2,"Wellschester","WV","Ghana",0,0,"High"
18,"Female","PhD","Widowed",109716,619,20876,"Auto","Unemployed",1,"Poor",0.284661731374772,182852,2,"North Davidchester","OR","Saudi Arabia",4,1,"Low"
25,"Non-binary","Bachelor's","Married",26172,641,27544,"Auto","Unemployed",18,"Fair",0.529679427667393,26225,4,"New Elizabeth","WV","Fiji",0,1,"Medium"
39,"Non-binary","High School","Single",69948,741,22921,"Auto","Employed",7,"Poor",0.476838301740109,51007,1,"Hernandezmouth","AS","Egypt",1,2,"Low"
27,"Female","High School","Divorced",48478,631,17059,"Business","Self-employed",14,"Excellent",0.468063036592452,234347,0,"Yolandashire","WI","Martinique",3,2,"Low"
37,"Non-binary","High School","Divorced",94570,784,13149,"Business","Employed",12,"Excellent",0.162248285464981,230295,3,"Travisstad","PR","Guinea-Bissau",3,2,"Low"
63,"Female","PhD","Widowed",92968,662,21102,"Auto","Employed",11,"Good",0.424563618568613,42546,2,"New Monique","VT","Bahrain",0,1,"Medium"
46,"Non-binary","High School","Single",68503,760,27544,"Business","Self-employed",8,"Good",0.464414025398294,229981,0,"Moodymouth","NM","Latvia",3,2,"Low"
52,"Non-binary","Master's","Widowed",50359,604,49692,"Personal","Self-employed",13,"Excellent",0.443435097324133,255829,2,"Hurleymouth","GA","Holy See (Vatican City State)",4,2,"Medium"
28,"Male","High School","Single",74051,783,43674,"Personal","Unemployed",3,"Fair",0.394091779578359,159362,2,"North Cynthialand","MO","Australia",1,1,"Medium"
69,"Non-binary","Master's","Single",21674,699,10936,"Personal","Unemployed",19,"Good",0.430501932658776,160851,2,"New Mark","AR","Chile",0,2,"Medium"
57,"Male","PhD","Divorced",35174,673,22269,"Auto","Employed",2,"Excellent",0.411579024577665,72330,3,"South Becky","UT","Cayman Islands",4,0,"Low"
44,"Non-binary","Bachelor's","Widowed",80666,745,18339,"Home","Self-employed",10,"Fair",0.229222363193979,180332,2,"Dakotaland","WV","Congo",2,1,"Medium"
48,"Female","PhD","Single",41134,733,27544,"Business","Employed",1,"Excellent",0.332778608719378,299446,2,"Anthonystad","AZ","Haiti",1,2,"Low"
25,"Male","Master's","Divorced",74418,776,10650,"Home","Self-employed",0,"Good",0.135302692982964,60468,3,"Robertshire","KS","Somalia",4,1,"Low"
48,"Male","High School","Divorced",73952,676,5894,"Business","Self-employed",6,"Poor",0.481116037372244,61329,1,"Port Kaylee","ME","Mayotte",0,1,"Low"
27,"Male","PhD","Single",105920,650,13691,"Personal","Employed",12,"Excellent",0.242979734943493,287661,0,"Wrightmouth","KS","Guam",2,1,"Low"
55,"Male","Master's","Single",59974,654,44818,"Auto","Unemployed",10,"Good",0.125118643403079,270782,2,"Lake William","MO","Tajikistan",1,2,"High"
31,"Female","PhD","Married",112693,711,6210,"Home","Employed",15,"Fair",0.531789618114656,223760,1,"Port David","MH","Cambodia",1,1,"Low"
35,"Female","High School","Widowed",116342,606,23019,"Auto","Unemployed",0,"Good",0.583635354961627,211299,0,"Josephville","IA","Burundi",2,1,"Medium"
23,"Female","Bachelor's","Single",61335,695,45755,"Home","Unemployed",16,"Poor",0.262721048523017,213164,3,"New Jasonshire","VT","Fiji",1,0,"Low"
28,"Non-binary","PhD","Widowed",114686,799,32318,"Business","Unemployed",13,"Good",0.356714942090682,38555,2,"Markside","WY","Turkey",0,1,"High"
23,"Male","Bachelor's","Married",109461,601,24586,"Auto","Self-employed",2,"Excellent",0.383952264894827,156738,3,"Pamberg","MO","Antarctica (the territory South of 60 deg S)",2,2,"Low"
68,"Male","Bachelor's","Single",109025,636,38500,"Auto","Self-employed",12,"Fair",0.404013546007359,278050,1,"Port Erica","ID","French Guiana",2,2,"Low"
45,"Non-binary","Bachelor's","Widowed",70588,722,45051,"Business","Employed",0,"Poor",0.462795666128864,29070,3,"West Cherylfurt","HI","Tunisia",4,1,"Low"
52,"Non-binary","Master's","Single",88659,628,27544,"Auto","Unemployed",2,"Poor",0.431069526440635,58035,1,"Millerport","MT","Tuvalu",4,2,"Low"
41,"Non-binary","High School","Widowed",72482,779,20317,"Home","Self-employed",4,"Excellent",0.243228673878155,136379,1,"Rothchester","IA","Dominica",2,0,"Low"
54,"Non-binary","Bachelor's","Single",115638,699,17324,"Business","Self-employed",2,"Good",0.434826797625487,93969,2,"Jameston","OH","Suriname",2,0,"Low"
58,"Male","PhD","Married",25973,764,46107,"Auto","Unemployed",0,"Good",0.548314572160567,272882,0,"Joneston","CO","Andorra",0,1,"High"
23,"Female","High School","Widowed",59648,768,41981,"Business","Employed",11,"Poor",0.162218424618944,65411,2,"West Jesseview","AL","Kenya",3,1,"High"
23,"Non-binary","Bachelor's","Widowed",58516,608,31070,"Auto","Unemployed",13,"Excellent",0.321341743314422,161674,3,"Markmouth","ME","Haiti",3,0,"Low"
59,"Male","Bachelor's","Married",69773,799,12063,"Personal","Unemployed",0,"Good",0.381820481561596,154576,1,"Lake Stephanie","FM","Aruba",2,1,"Medium"
50,"Non-binary","High School","Widowed",80089,604,20955,"Auto","Unemployed",8,"Fair",0.447625616478895,69842,1,"Port Maureen","TN","Belize",1,2,"Medium"
19,"Female","High School","Married",69773,601,22725,"Auto","Employed",18,"Good",0.114436091419325,193448,3,"Chaseview","CT","Netherlands Antilles",2,2,"Medium"
33,"Male","High School","Single",50364,788,49237,"Auto","Self-employed",19,"Fair",0.594648452805945,203509,3,"Lake Pamela","AR","United States of America",2,2,"Medium"
52,"Male","Bachelor's","Single",34537,699,35279,"Business","Self-employed",9,"Fair",0.307219820593005,187448,4,"Jordanton","NM","Portugal",3,1,"Low"
48,"Male","Master's","Single",54171,705,43431,"Home","Employed",16,"Poor",0.172655168508639,272142,4,"Clineland","AZ","Colombia",0,1,"Low"
43,"Non-binary","High School","Married",116777,634,13362,"Home","Unemployed",13,"Fair",0.199373116212649,246313,4,"Port Shannontown","NV","Vietnam",2,0,"Low"
62,"Female","High School","Widowed",48973,669,19467,"Home","Employed",9,"Good",0.130915619207753,128138,2,"New Rebecca","DC","France",0,0,"Medium"
57,"Non-binary","Bachelor's","Single",73948,798,22490,"Personal","Employed",15,"Poor",0.294290826543319,228078,3,"New Markbury","SD","Pakistan",2,0,"Medium"
40,"Male","High School","Widowed",114294,619,27544,"Personal","Employed",13,"Good",0.147452238900677,273952,2,"Christopherfurt","CT","Romania",4,1,"Medium"
63,"Male","Bachelor's","Married",77935,691,20202,"Auto","Self-employed",5,"Excellent",0.451688366535055,165883,2,"Lake Tiffanyport","NC","Kazakhstan",2,2,"Low"
28,"Female","Master's","Widowed",63832,789,38679,"Business","Employed",17,"Poor",0.551049340203494,283074,3,"Reneemouth","IL","Congo",2,2,"Low"
64,"Male","High School","Married",117180,699,24134,"Home","Unemployed",1,"Excellent",0.122284904454026,97895,1,"Heathmouth","GU","Netherlands",2,2,"Low"
58,"Male","Bachelor's","Single",77254,769,14693,"Business","Self-employed",11,"Excellent",0.171041726873753,44633,4,"Wolfshire","TX","Sudan",2,0,"Low"
34,"Non-binary","Master's","Divorced",22134,699,27544,"Business","Unemployed",0,"Excellent",0.553628450588881,47195,2,"Lake Danny","NH","Dominica",0,1,"Medium"
47,"Non-binary","PhD","Divorced",99777,660,18499,"Home","Self-employed",18,"Fair",0.345942817577344,75346,4,"Reedhaven","ND","French Polynesia",4,0,"Low"
46,"Male","Master's","Divorced",82119,713,44446,"Auto","Self-employed",0,"Good",0.356262302351873,133722,1,"West Ryan","ME","Azerbaijan",2,0,"Medium"
18,"Female","Master's","Single",34842,767,20245,"Auto","Self-employed",16,"Good",0.400166117795745,279541,2,"South Haleyburgh","WY","Tonga",3,1,"Medium"
41,"Male","Bachelor's","Widowed",73420,662,14978,"Business","Unemployed",1,"Poor",0.198801610140104,35923,4,"New Staceyburgh","CT","South Africa",3,0,"Low"
